taxid	organism_name
5661	Leishmania donovani
5671	Leishmania infantum
5664	Leishmania major
5665	Leishmania mexicana
5679	Leishmania panamensis
5666	Leishmania tropica
7209	Loa loa
5763	Naegleria fowleri
51031	Necator americanus
6282	Onchocerca volvulus
6198	Opisthorchis viverrini
34504	Paragonimus westermani
5827	Plasmodium cynomolgi
5833	Plasmodium falciparum
5850	Plasmodium knowlesi
5858	Plasmodium malariae
36330	Plasmodium ovale
5855	Plasmodium vivax
4754	Pneumocystis carinii
102285	Rodentolepis nana
6185	Schistosoma haematobium
6182	Schistosoma japonicum
6183	Schistosoma mansoni
6248	Strongyloides stercoralis
60517	Taenia asiatica
6206	Taenia saginata
6204	Taenia solium
6265	Toxocara canis
5811	Toxoplasma gondii
72359	Trachipleistophora hominis
5722	Trichomonas vaginalis
36087	Trichuris trichiura
5702	Trypanosoma brucei brucei
31285	Trypanosoma brucei gambiense
5693	Trypanosoma cruzi
6293	Wuchereria bancrofti
